Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
notification_preferences,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,User category/channel/privacy preferences.,user unique; typed config validation,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
notifications,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Delivery/inbox records.,user/created/status; idempotency key unique,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
community_posts,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Community content and moderation state.,author/category/status/date indexes; soft delete,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
post_reports,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Reports and moderation workflow.,reporter/target/status/moderator indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
user_blocks,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Blocking relationship.,blocker + blocked unique; no self-block,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
household_locations,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Privacy-controlled household/map points.,precision/visibility; geographic index; provenance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
conversations,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Direct/group chat container.,type/status; direct-pair uniqueness strategy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
conversation_members,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Participants and group roles.,conversation + user unique; role/status indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
messages,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Message body/type/status.,conversation/sequence/created indexes; idempotency key,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
message_receipts,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Delivery/read state.,message + recipient unique,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
media_assets,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Object metadata/security/ownership.,storage key unique; checksum/status/owner indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
audit_logs,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Append-only material actions.,timestamp/actor/action/entity/correlation indexes; no normal updates,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
system_settings,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Typed versioned configuration.,key/version/status; secret values prohibited,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Flutter for Android/iOS member application.,"Single high-quality codebase, mature UI, native integration, strong performance.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Next.js + TypeScript for administration portal.,"Mature web ecosystem, accessibility/tooling and admin productivity.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),NestJS + TypeScript modular backend.,Strong module/contracts/validation structure and shared language with admin.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),PostgreSQL as transactional database.,"Strong integrity, recursive queries, indexing and mature operations.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Redis for cache/rate limiting/ephemeral coordination.,Low-latency shared ephemeral state.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Private S3-compatible object storage.,Durable scalable media/evidence storage with signed access.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),REST/OpenAPI for primary API; WebSocket for real-time messaging/events.,Clear contracts and broad client support while enabling chat.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),PostgreSQL normalized/trigram/full-text search baseline.,Avoid premature search-cluster complexity for expected first-scale.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Versioned data-driven cultural rule engine.,Auditable culturally governed logic.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Containerized managed-cloud deployment with Infrastructure as Code.,"Reproducibility, scaling and provider portability.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),Append-only audit persistence plus protected operational retention/export.,Governance traceability.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADR-012,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,21. Architecture Decision Records (Initial Baseline),"Provider-adapter interfaces for OTP, push, maps and Tithi/calendar integration.",Avoid hard coupling and permit fallback/testing.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
OTP/SMS Provider,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,22. Integration Specification,Send login verification codes to normalized phone number; receive delivery status if supported.,Server-side credentials in secret manager; OTP generated/verified securely; rate limits.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Push Notifications,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,22. Integration Specification,Deliver non-sensitive notification prompts to Android/iOS.,FCM/APNs server credentials; device tokens protected.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Maps/Geocoding,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,22. Integration Specification,"Event venue selection, map rendering and permitted household/locality geocoding.","Restricted API keys, origin/package restrictions, least privilege.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Tithi/Calendar Source,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,22. Integration Specification,Provide or support approved Tithi/date computation/reference inputs.,Provider key/contract or internally versioned computation package; provenance stored.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Object Storage/CDN,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,22. Integration Specification,Store profile/community/chat/cultural media and restricted evidence.,"Server-authorized uploads, private buckets, signed URLs, encryption.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Auth,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,23.2 Endpoint Catalogue,POST /auth/otp/request,Request OTP.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
People,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,23.2 Endpoint Catalogue,GET /people/search,Permission-filtered Person search.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
