Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0177,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Copyright/consent disputed,Restrict media pending moderation/legal decision and preserve evidence.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/,services/api/test/,Acceptance test for EC-0177: Copyright/consent disputed,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0178,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Storage object missing,"Show unavailable state, alert integrity process and avoid broken metadata claims.",This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0178: Storage object missing,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0179,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Role assignment lacks second approval,Keep pending; grant no privilege.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0180,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Branch scope omitted,Deny scoped privilege by default.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0181,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Privilege expires during active session,Reauthorize next action and remove access immediately.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0182,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Administrator acts on own family case,Block/require recusal and reassign.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0183,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Last critical administrator removed,Require successor/deputy or break-glass governance before change.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0184,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Break-glass access used,"Require incident/reason, short expiry, enhanced monitoring and independent review.",Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0185,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Audit store unavailable,Fail closed for high-risk mutations or queue only under approved durable design.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0186,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Audit event contains sensitive value,"Store safe delta/reference, not unnecessary secret/content.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0187,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Bulk action includes unauthorized rows,Reject unauthorized items and report per-row outcomes without partial hidden bypass.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0188,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Configuration changed during release,Version and gate change; production candidate references immutable configuration set.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0189,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Cultural rule proposer attempts approval,Block self-approval.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0190,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Administration, Roles & Audit",FR-ADMIN,Delegation ends with pending tasks,Remove access and reassign tasks explicitly; do not keep implicit authority.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/audit/audit.service.ts,services/api/test/audit.service.spec.ts,AuditService immutable logging,PASS: Immutable log recording with trigger protection,VERIFIED,HG-005 (Named Role Appointments)
EC-0191,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Same record edited on two devices,Use version conflict; show comparison/reload and never silent last-write-wins for governed data.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0191: Same record edited on two devices,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
